question,answer
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"שינוי נוף לעיתים קרובות
עוזר בהחלמה. אתה יכול לעבור איתה? 
מעבר יכול לעזור לה לדיכאון
גַם. האם היא גם פתוחה לטיפול?  
להיות תומך זו דרך אחת לעזור לה, ולאפשר לה את המרחב ו
דרכים לרפא את זה מתאים למיטב שלה."
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"הייתי אומר לדבר איתה על הדיכאון שלה. הדבר הטוב ביותר שאתה יכול לעשות הוא להודיע ​​לה שאתה שם בשבילה כמערכת תמיכה. הייתי מעודד אותה לדבר יותר אם זה יעזור ולעודד אותה לעבור מהלך מעורב בעשיית פעילויות שהיא אוהבת לעשות. כמו כן, חשוב להתחבר לקהילה של אנשים כדי לעזור בתחושת דיכאון. עודד אותה לדבר עם מטפל או יועצת כדי להתמודד עם הדיכאון שלה מכיוון שהיא עשתה שינוי משמעותי בחייה על ידי ההחלטה להפסיק לשתות. היא עשויה להאמין שזיזה היא הטובה ביותר לעזור בזה. אתה יכול לשתף איתה שאתה רוצה שהיא תישאר ותביע לה איך אתה מרגיש. בסופו של דבר, תצטרך לכבד את גבולותיה ואת ההחלטה שהיא בוחרת לקבל. יתכן שהיא תרצה לזוז וזה יכול להיות מה שהיא מרגישה שהכי טוב לחייה. אם היא אכן תבחר לעבור שזו תהיה ההחלטה שלה. זה נשמע שהיא מנסה לעשות את מה שהולך לשמח אותה. אולי להישאר בעיר בה היא נמצאת כרגע גורם לה יותר רגשות עצב."
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"לאנשים לעתים קרובות יש ערכים ודעות שונות מאוד כאשר הם שותים בצורה מוגזמת וכשהם מפסיקים לשתות כל כך הרבה. האם שניכם חולקים שתייה כפעילות?  אם כן, אז הפסקת גם לשתות? לעתים קרובות כאשר בני זוג פוגשים זה את זה כחברים לשתות כשמתפכחים, הקשר מסתיים.  ברגע שהתנאים של מערכת יחסים כלשהי ישתנה, אפשרות אחת היא שהיא מתמוססת. הדרך הטובה ביותר ללכת היא להתחיל את השיחה של מה שאתה באמת רוצה.  זו הדרך היחידה שהיא באמת תדע את המחשבות שלך. תשאל אותה כדי לתת שיקול ודיון רציני לפחות כמה שבועות או חודשים, כדי להתרחק ממך.  זו בקשה הוגנת מכיוון שאתה במערכת יחסים. אם היא השתנתה כל כך על ידי ויתור על השתייה, וזה אפשרי, שהיא כבר לא רוצה להיות ביחסים אליך, אז עדיף לך להיות בלי שתייה GF, אפילו אם האמת שהיא מספקת היא פוגעת."
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"לאחר הפסקת ההתעללות באלכוהול, תסמינים דיכאוניים נפוצים. היא עשויה ליהנות מחקירת מדוע היא רוצה לזוז ולראות אם היא עדיין תרצה לזוז אם היא לא תרגיש בדיכאון. 12 פגישות שלבים יכולות גם להועיל."
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"אתה צריך להתחיל לדבר איתה על מה שמכה אותה כל כך. האם היו כמה אירועים משמעותיים בחייה שהשפיעו עליה? האם היו אירועים משמעותיים במערכת היחסים שלך שיכולים להשפיע על שניכם? אם היא פשוט הפסיקה לשתות, היא עלולה להיאבק במציאת התנהגות אלטרנטיבית ובריאה יותר. זה משהו ששניכם יכולים לחקור יחד. כמו כן, אם צריך להיות אולי היא יכולה לדבר עם מטפל כדי לדון ברגשותיה לגבי הפסקת אלכוהול. זה נשמע כאילו באמת אכפת לך וכרגע היא יכולה להשתמש בכל התמיכה שהיא יכולה להשיג למרות שהיא דוחפת אותך משם."
אני מתמודד עם מחלה שלעולם לא תיעלם ואני מרגיש שהחיים שלי לעולם לא ישתנו לטובה. אני מרגיש לבד ואין לי אף אחד.    כיצד אוכל להתגבר על הכאב הזה וללמוד להיות מאושר לבד?,"כוח הקבלה הוא המפתח!  שינוי היחס שלך לאחד יותר חיובי
השקפה כמו שאנחנו מוצאים דברים,
פעילויות, מקומות שאתה נהנה ממנו ומרוממים את רוחך. עושה את מה שמרגיש טוב
ומציאת שמחה בכל הדברים. אתה יכול ליהנות מפגנת הווידיאו הקצרה מאוד הזו לבנייה מחדש"
אני מתמודד עם מחלה שלעולם לא תיעלם ואני מרגיש שהחיים שלי לעולם לא ישתנו לטובה. אני מרגיש לבד ואין לי אף אחד.    כיצד אוכל להתגבר על הכאב הזה וללמוד להיות מאושר לבד?,"האם יתכן שלמרות שהמחלה שלך כרונית, שהיא עוברת שלבים שבהם אתה נוח יותר ושהיא דורשת פחות מיקוד ממך מאשר בפעמים אחרות? אני חושב שהרעיון של מחלה לכל החיים הוא מתסכל ויכול להיות מדכא לחשוב על.  מחשבות אינן בהכרח האמת של מה שיקרה בפועל. לבד זה לאהוב ולהעריך, לטפח ולהיות חביב לעצמך. מסגרת הנפש הזו עשויה לייצר תשובות חדשות כדי למצוא דרכים להיות גם בין אנשים אחרים."
אני מתמודד עם מחלה שלעולם לא תיעלם ואני מרגיש שהחיים שלי לעולם לא ישתנו לטובה. אני מרגיש לבד ואין לי אף אחד.    כיצד אוכל להתגבר על הכאב הזה וללמוד להיות מאושר לבד?,"אני כל כך מצטער שאתה מרגיש כאילו הדברים לעולם לא ישתפרו. נסה לזכור שכל מחלה שאתה מתמודד איתה, אתה לא האדם היחיד שהתמודד עם זה ואתה לא לבד! שם בחוץ, רק מחכה לך, היא קבוצת אנשים שתבין לחלוטין את מה שאתה עובר ויוכלו לשתף את האופן בו הם מתמודדים. נסה לחפש קבוצת תמיכה למחלה שלך - גוגל ו- www.psychologytoday.com הם שניהם מקומות טובים להתחיל עבור אותם קבוצות."
"אני מרגיש כועס, חרד ודיכאון. ה- PTSD שאני סובל הוא ממערכת יחסים בעבר.","אני משנית את ההצעה למצוא מטפל שמאומן בטיפול בעיבוד קוגניטיבי (CPT)! אני אוסיף גם שכל מה שאתה מתאר נפוץ מאוד ב- PTSD.  מבחינה רגשית, זה מצב מתיש ויכול לקחת הרבה אנרגיה מהגוף.  דיכאון הוא תוצאה שכיחה של PTSD מכיוון שאנשים רבים חווים השלכות תפקודיות (השפעות במסגרות עבודה, חברתיות ומשפחתיות).   לא כיף להרגיש מבועת כל הזמן.  כדי לחפש מטפל שהוכשר במה שאתה מתמודד איתו, זה יכול להועיל לחפש ספציפית אחר אנשים המתמחים בטיפול ב- PTSD.  אתה יכול לעשות זאת באמצעות חיפושים בגוגל, או שתוכל גם לעבור לפסיכולוגיה היום ול- DEN.  שני האתרים הם ספריות מטפלים בהן תוכלו לצמצם את סוג המטפל שאתם מחפשים, כמו גם גורמים אחרים כמו ביטוח שהם מקבלים ומיקום. אתם בדרך הנכונה שמגיעים לכאן אז המשך בחיפוש!"
"אני מרגיש כועס, חרד ודיכאון. ה- PTSD שאני סובל הוא ממערכת יחסים בעבר.","אם הסימפטומים הם במידה שהם משפיעים על יכולתך לתפקד, ייתכן שתרצה לשקול לחפש טיפול. PTSD, חרדה ודיכאון כולם בדרך כלל מגיבים היטב לטיפול אם מסופקים על ידי קלינאי מיומן. סוגים נפוצים של טיפול ב- PTSD שתרצה לבדוק אותם כוללים טיפול בעיבוד קוגניטיבי או EMDR. הדברים הנחמדים בטיפול בעיבוד קוגניטיבי הם שהגיע הזמן מוגבל ונמשך רק 17 מפגשים בדרך כלל."
